original,entrez,symbol,kegg
558,ALG12|79087,79087,ALG12,hsa79087
559,ALG13|79868,79868,ALG13,hsa79868
560,ALG14|199857,199857,ALG14,hsa199857
561,ALG1|56052,56052,ALG1,hsa56052
562,ALG1L|200810,200810,ALG1L,hsa200810
563,ALG1L2|644974,644974,ALG1L2,hsa644974
564,ALG2|85365,85365,ALG2,hsa85365
565,ALG3|10195,10195,ALG3,hsa10195
566,ALG5|29880,29880,ALG5,hsa29880
567,ALG6|29929,29929,ALG6,hsa29929
568,ALG8|79053,79053,ALG8,hsa79053
569,ALG9|79796,79796,ALG9,hsa79796
570,ALK|238,238,ALK,hsa238
571,ALKBH1|8846,8846,ALKBH1,hsa8846
572,ALKBH2|121642,121642,ALKBH2,hsa121642
573,ALKBH3|221120,221120,ALKBH3,hsa221120
574,ALKBH4|54784,54784,ALKBH4,hsa54784
575,ALKBH5|54890,54890,ALKBH5,hsa54890
576,ALKBH6|84964,84964,ALKBH6,hsa84964
577,ALKBH7|84266,84266,ALKBH7,hsa84266
578,ALKBH8|91801,91801,ALKBH8,hsa91801
579,ALLC|55821,55821,ALLC,hsa55821
580,ALMS1|7840,7840,ALMS1,hsa7840
581,ALMS1P|200420,200420,ALMS1P,hsa200420
582,ALOX12|239,239,ALOX12,hsa239
583,ALOX12B|242,242,ALOX12B,hsa242
584,ALOX12P2|245,245,ALOX12P2,hsa245
585,ALOX15|246,246,ALOX15,hsa246
586,ALOX15B|247,247,ALOX15B,hsa247
587,ALOX5|240,240,ALOX5,hsa240
588,ALOX5AP|241,241,ALOX5AP,hsa241
589,ALOXE3|59344,59344,ALOXE3,hsa59344
590,ALPI|248,248,ALPI,hsa248
591,ALPK1|80216,80216,ALPK1,hsa80216
592,ALPK2|115701,115701,ALPK2,hsa115701
593,ALPK3|57538,57538,ALPK3,hsa57538
594,ALPL|249,249,ALPL,hsa249
595,ALPP|250,250,ALPP,hsa250
596,ALPPL2|251,251,ALPPL2,hsa251
597,ALS2|57679,57679,ALS2,hsa57679
598,ALS2CL|259173,259173,ALS2CL,hsa259173
599,ALS2CR11|151254,151254,ALS2CR11,hsa151254
600,ALS2CR12|130540,130540,ALS2CR12,hsa130540
601,ALS2CR4|65062,65062,ALS2CR4,hsa65062
602,ALS2CR8|79800,79800,ALS2CR8,hsa79800
603,ALX1|8092,8092,ALX1,hsa8092
604,ALX3|257,257,ALX3,hsa257
605,ALX4|60529,60529,ALX4,hsa60529
606,AMAC1|146861,146861,AMAC1,hsa146861
607,AMAC1L2|83650,83650,AMAC1L2,hsa83650
608,AMAC1L3|643664,643664,AMAC1L3,hsa643664
609,AMACR|23600,23600,AMACR,hsa23600
610,AMBN|258,258,AMBN,hsa258
611,AMBP|259,259,AMBP,hsa259
612,AMBRA1|55626,55626,AMBRA1,hsa55626
613,AMD1|262,262,AMD1,hsa262
614,AMDHD1|144193,144193,AMDHD1,hsa144193
615,AMDHD2|51005,51005,AMDHD2,hsa51005
616,AMELX|265,265,AMELX,hsa265
617,AMELY|266,266,AMELY,hsa266
618,AMFR|267,267,AMFR,hsa267
619,AMH|268,268,AMH,hsa268
620,AMHR2|269,269,AMHR2,hsa269
621,AMICA1|120425,120425,AMICA1,hsa120425
622,AMIGO1|57463,57463,AMIGO1,hsa57463
623,AMIGO2|347902,347902,AMIGO2,hsa347902
624,AMIGO3|386724,386724,AMIGO3,hsa386724
625,AMMECR1|9949,9949,AMMECR1,hsa9949
626,AMMECR1L|83607,83607,AMMECR1L,hsa83607
627,AMN1|196394,196394,AMN1,hsa196394
628,AMN|81693,81693,AMN,hsa81693
629,AMOT|154796,154796,AMOT,hsa154796
630,AMOTL1|154810,154810,AMOTL1,hsa154810
631,AMOTL2|51421,51421,AMOTL2,hsa51421
632,AMPD1|270,270,AMPD1,hsa270
633,AMPD2|271,271,AMPD2,hsa271
634,AMPD3|272,272,AMPD3,hsa272
635,AMPH|273,273,AMPH,hsa273
636,AMT|275,275,AMT,hsa275
637,AMTN|401138,401138,AMTN,hsa401138
638,AMY1A|276,276,AMY1A,hsa276
639,AMY2A|279,279,AMY2A,hsa279
640,AMY2B|280,280,AMY2B,hsa280
641,AMZ1|155185,155185,AMZ1,hsa155185
642,AMZ2|51321,51321,AMZ2,hsa51321
643,AMZ2P1|201283,201283,AMZ2P1,hsa201283
644,ANAPC10|10393,10393,ANAPC10,hsa10393
645,ANAPC11|51529,51529,ANAPC11,hsa51529
646,ANAPC13|25847,25847,ANAPC13,hsa25847
647,ANAPC16|119504,119504,ANAPC16,hsa119504
648,ANAPC1|64682,64682,ANAPC1,hsa64682
649,ANAPC2|29882,29882,ANAPC2,hsa29882
650,ANAPC4|29945,29945,ANAPC4,hsa29945
651,ANAPC5|51433,51433,ANAPC5,hsa51433
652,ANAPC7|51434,51434,ANAPC7,hsa51434
653,ANG|283,283,ANG,hsa283
654,ANGEL1|23357,23357,ANGEL1,hsa23357
655,ANGEL2|90806,90806,ANGEL2,hsa90806
656,ANGPT1|284,284,ANGPT1,hsa284
657,ANGPT2|285,285,ANGPT2,hsa285
658,ANGPT4|51378,51378,ANGPT4,hsa51378
659,ANGPTL1|9068,9068,ANGPTL1,hsa9068
660,ANGPTL2|23452,23452,ANGPTL2,hsa23452
661,ANGPTL3|27329,27329,ANGPTL3,hsa27329
662,ANGPTL4|51129,51129,ANGPTL4,hsa51129
663,ANGPTL5|253935,253935,ANGPTL5,hsa253935
664,ANGPTL6|83854,83854,ANGPTL6,hsa83854
665,ANGPTL7|10218,10218,ANGPTL7,hsa10218
666,ANK1|286,286,ANK1,hsa286
667,ANK2|287,287,ANK2,hsa287
668,ANK3|288,288,ANK3,hsa288
669,ANKAR|150709,150709,ANKAR,hsa150709
670,ANKDD1A|348094,348094,ANKDD1A,hsa348094
671,ANKFN1|162282,162282,ANKFN1,hsa162282
672,ANKFY1|51479,51479,ANKFY1,hsa51479
673,ANKH|56172,56172,ANKH,hsa56172
674,ANKHD1|54882,54882,ANKHD1,hsa54882
675,ANKHD1-EIF4EBP3|404734,404734,ANKHD1-EIF4EBP3,hsa404734
676,ANKIB1|54467,54467,ANKIB1,hsa54467
677,ANKK1|255239,255239,ANKK1,hsa255239
678,ANKLE1|126549,126549,ANKLE1,hsa126549
679,ANKLE2|23141,23141,ANKLE2,hsa23141
680,ANKMY1|51281,51281,ANKMY1,hsa51281
681,ANKMY2|57037,57037,ANKMY2,hsa57037
682,ANKRA2|57763,57763,ANKRA2,hsa57763
683,ANKRD10|55608,55608,ANKRD10,hsa55608
684,ANKRD11|29123,29123,ANKRD11,hsa29123
685,ANKRD12|23253,23253,ANKRD12,hsa23253
686,ANKRD1|27063,27063,ANKRD1,hsa27063
687,ANKRD13A|88455,88455,ANKRD13A,hsa88455
688,ANKRD13B|124930,124930,ANKRD13B,hsa124930
689,ANKRD13C|81573,81573,ANKRD13C,hsa81573
690,ANKRD13D|338692,338692,ANKRD13D,hsa338692
691,ANKRD16|54522,54522,ANKRD16,hsa54522
692,ANKRD17|26057,26057,ANKRD17,hsa26057
693,ANKRD19|138649,138649,ANKRD19,hsa138649
694,ANKRD20A3|441425,441425,ANKRD20A3,hsa441425
695,ANKRD20A4|728747,728747,ANKRD20A4,hsa728747
696,ANKRD20B|729171,729171,ANKRD20B,hsa729171
697,ANKRD22|118932,118932,ANKRD22,hsa118932
698,ANKRD2|26287,26287,ANKRD2,hsa26287
699,ANKRD23|200539,200539,ANKRD23,hsa200539
700,ANKRD24|170961,170961,ANKRD24,hsa170961
701,ANKRD26|22852,22852,ANKRD26,hsa22852
702,ANKRD26P1|124149,124149,ANKRD26P1,hsa124149
703,ANKRD27|84079,84079,ANKRD27,hsa84079
704,ANKRD28|23243,23243,ANKRD28,hsa23243
705,ANKRD29|147463,147463,ANKRD29,hsa147463
706,ANKRD30A|91074,91074,ANKRD30A,hsa91074
707,ANKRD30B|374860,374860,ANKRD30B,hsa374860
708,ANKRD31|256006,256006,ANKRD31,hsa256006
709,ANKRD32|84250,84250,ANKRD32,hsa84250
710,ANKRD33|341405,341405,ANKRD33,hsa341405
711,ANKRD34A|284615,284615,ANKRD34A,hsa284615
712,ANKRD34B|340120,340120,ANKRD34B,hsa340120
713,ANKRD34C|390616,390616,ANKRD34C,hsa390616
714,ANKRD35|148741,148741,ANKRD35,hsa148741
715,ANKRD36|375248,375248,ANKRD36,hsa375248
716,ANKRD36B|57730,57730,ANKRD36B,hsa57730
717,ANKRD36BP1|84832,84832,ANKRD36BP1,hsa84832
718,ANKRD37|353322,353322,ANKRD37,hsa353322
719,ANKRD39|51239,51239,ANKRD39,hsa51239
720,ANKRD40|91369,91369,ANKRD40,hsa91369
721,ANKRD42|338699,338699,ANKRD42,hsa338699
722,ANKRD43|134548,134548,ANKRD43,hsa134548
723,ANKRD44|91526,91526,ANKRD44,hsa91526
724,ANKRD45|339416,339416,ANKRD45,hsa339416
725,ANKRD46|157567,157567,ANKRD46,hsa157567
726,ANKRD49|54851,54851,ANKRD49,hsa54851
727,ANKRD50|57182,57182,ANKRD50,hsa57182
728,ANKRD52|283373,283373,ANKRD52,hsa283373
729,ANKRD53|79998,79998,ANKRD53,hsa79998
730,ANKRD54|129138,129138,ANKRD54,hsa129138
731,ANKRD55|79722,79722,ANKRD55,hsa79722
732,ANKRD56|345079,345079,ANKRD56,hsa345079
733,ANKRD5|63926,63926,ANKRD5,hsa63926
734,ANKRD57|65124,65124,ANKRD57,hsa65124
735,ANKRD58|347454,347454,ANKRD58,hsa347454
736,ANKRD6|22881,22881,ANKRD6,hsa22881
737,ANKRD7|56311,56311,ANKRD7,hsa56311
738,ANKRD9|122416,122416,ANKRD9,hsa122416
739,ANKS1A|23294,23294,ANKS1A,hsa23294
740,ANKS1B|56899,56899,ANKS1B,hsa56899
741,ANKS3|124401,124401,ANKS3,hsa124401
742,ANKS4B|257629,257629,ANKS4B,hsa257629
743,ANKS6|203286,203286,ANKS6,hsa203286
744,ANKZF1|55139,55139,ANKZF1,hsa55139
745,ANLN|54443,54443,ANLN,hsa54443
746,ANO10|55129,55129,ANO10,hsa55129
747,ANO1|55107,55107,ANO1,hsa55107
748,ANO2|57101,57101,ANO2,hsa57101
749,ANO3|63982,63982,ANO3,hsa63982
750,ANO4|121601,121601,ANO4,hsa121601
751,ANO5|203859,203859,ANO5,hsa203859
752,ANO6|196527,196527,ANO6,hsa196527
753,ANO7|50636,50636,ANO7,hsa50636
754,ANO8|57719,57719,ANO8,hsa57719
755,ANO9|338440,338440,ANO9,hsa338440
756,ANP32A|8125,8125,ANP32A,hsa8125
757,ANP32B|10541,10541,ANP32B,hsa10541
758,ANP32C|23520,23520,ANP32C,hsa23520
759,ANP32D|23519,23519,ANP32D,hsa23519
760,ANP32E|81611,81611,ANP32E,hsa81611
761,ANPEP|290,290,ANPEP,hsa290
762,ANTXR1|84168,84168,ANTXR1,hsa84168
763,ANTXR2|118429,118429,ANTXR2,hsa118429
764,ANTXRL|195977,195977,ANTXRL,hsa195977
765,ANUBL1|93550,93550,ANUBL1,hsa93550
766,ANXA10|11199,11199,ANXA10,hsa11199
767,ANXA11|311,311,ANXA11,hsa311
768,ANXA1|301,301,ANXA1,hsa301
769,ANXA13|312,312,ANXA13,hsa312
770,ANXA2|302,302,ANXA2,hsa302
771,ANXA2P1|303,303,ANXA2P1,hsa303
772,ANXA2P2|304,304,ANXA2P2,hsa304
773,ANXA2P3|305,305,ANXA2P3,hsa305
774,ANXA3|306,306,ANXA3,hsa306
775,ANXA4|307,307,ANXA4,hsa307
776,ANXA5|308,308,ANXA5,hsa308
777,ANXA6|309,309,ANXA6,hsa309
778,ANXA7|310,310,ANXA7,hsa310
779,ANXA8|653145,653145,ANXA8,hsa653145
780,ANXA8L1|728113,728113,ANXA8L1,hsa728113
781,ANXA8L2|244,244,ANXA8L2,hsa244
782,ANXA9|8416,8416,ANXA9,hsa8416
783,AOAH|313,313,AOAH,hsa313
784,AOC2|314,314,AOC2,hsa314
785,AOC3|8639,8639,AOC3,hsa8639
786,AOX1|316,316,AOX1,hsa316
787,AOX2P|344454,344454,AOX2P,hsa344454
788,AP1AR|55435,55435,AP1AR,hsa55435
789,AP1B1|162,162,AP1B1,hsa162
790,AP1G1|164,164,AP1G1,hsa164
791,AP1G2|8906,8906,AP1G2,hsa8906
792,AP1M1|8907,8907,AP1M1,hsa8907
793,AP1M2|10053,10053,AP1M2,hsa10053
794,AP1S1|1174,1174,AP1S1,hsa1174
795,AP1S2|8905,8905,AP1S2,hsa8905
796,AP1S3|130340,130340,AP1S3,hsa130340
797,AP2A1|160,160,AP2A1,hsa160
798,AP2A2|161,161,AP2A2,hsa161
799,AP2B1|163,163,AP2B1,hsa163
800,AP2M1|1173,1173,AP2M1,hsa1173
801,AP2S1|1175,1175,AP2S1,hsa1175
802,AP3B1|8546,8546,AP3B1,hsa8546
803,AP3B2|8120,8120,AP3B2,hsa8120
804,AP3D1|8943,8943,AP3D1,hsa8943
805,AP3M1|26985,26985,AP3M1,hsa26985
806,AP3M2|10947,10947,AP3M2,hsa10947
807,AP3S1|1176,1176,AP3S1,hsa1176
808,AP3S2|10239,10239,AP3S2,hsa10239
809,AP4B1|10717,10717,AP4B1,hsa10717
810,AP4E1|23431,23431,AP4E1,hsa23431
811,AP4M1|9179,9179,AP4M1,hsa9179
812,AP4S1|11154,11154,AP4S1,hsa11154
813,APAF1|317,317,APAF1,hsa317
814,APBA1|320,320,APBA1,hsa320
815,APBA2|321,321,APBA2,hsa321
816,APBA3|9546,9546,APBA3,hsa9546
817,APBB1|322,322,APBB1,hsa322
818,APBB1IP|54518,54518,APBB1IP,hsa54518
819,APBB2|323,323,APBB2,hsa323
820,APBB3|10307,10307,APBB3,hsa10307
821,APC2|10297,10297,APC2,hsa10297
822,APC|324,324,APC,hsa324
823,APCDD1|147495,147495,APCDD1,hsa147495
824,APCDD1L|164284,164284,APCDD1L,hsa164284
825,APCS|325,325,APCS,hsa325
826,APEH|327,327,APEH,hsa327
827,APEX1|328,328,APEX1,hsa328
828,APEX2|27301,27301,APEX2,hsa27301
829,APH1A|51107,51107,APH1A,hsa51107
830,APH1B|83464,83464,APH1B,hsa83464
831,API5|8539,8539,API5,hsa8539
832,APIP|51074,51074,APIP,hsa51074
833,APITD1|378708,378708,APITD1,hsa378708
834,APLF|200558,200558,APLF,hsa200558
835,APLN|8862,8862,APLN,hsa8862
836,APLNR|187,187,APLNR,hsa187
837,APLP1|333,333,APLP1,hsa333
838,APLP2|334,334,APLP2,hsa334
839,APOA1|335,335,APOA1,hsa335
840,APOA1BP|128240,128240,APOA1BP,hsa128240
841,APOA2|336,336,APOA2,hsa336
842,APOA4|337,337,APOA4,hsa337
843,APOA5|116519,116519,APOA5,hsa116519
844,APOB|338,338,APOB,hsa338
845,APOB48R|55911,55911,APOB48R,hsa55911
846,APOBEC1|339,339,APOBEC1,hsa339
847,APOBEC2|10930,10930,APOBEC2,hsa10930
848,APOBEC3A|200315,200315,APOBEC3A,hsa200315
849,APOBEC3B|9582,9582,APOBEC3B,hsa9582
850,APOBEC3C|27350,27350,APOBEC3C,hsa27350
851,APOBEC3D|140564,140564,APOBEC3D,hsa140564
852,APOBEC3F|200316,200316,APOBEC3F,hsa200316
853,APOBEC3G|60489,60489,APOBEC3G,hsa60489
854,APOBEC3H|164668,164668,APOBEC3H,hsa164668
855,APOBEC4|403314,403314,APOBEC4,hsa403314
856,APOC1|341,341,APOC1,hsa341
857,APOC1P1|342,342,APOC1P1,hsa342
858,APOC2|344,344,APOC2,hsa344
859,APOC3|345,345,APOC3,hsa345
860,APOC4|346,346,APOC4,hsa346
861,APOD|347,347,APOD,hsa347
862,APOE|348,348,APOE,hsa348
863,APOF|319,319,APOF,hsa319
864,APOH|350,350,APOH,hsa350
865,APOL1|8542,8542,APOL1,hsa8542
866,APOL2|23780,23780,APOL2,hsa23780
867,APOL3|80833,80833,APOL3,hsa80833
868,APOL4|80832,80832,APOL4,hsa80832
869,APOL5|80831,80831,APOL5,hsa80831
870,APOL6|80830,80830,APOL6,hsa80830
871,APOLD1|81575,81575,APOLD1,hsa81575
872,APOM|55937,55937,APOM,hsa55937
873,APOO|79135,79135,APOO,hsa79135
874,APOOL|139322,139322,APOOL,hsa139322
875,APP|351,351,APP,hsa351
876,APPBP2|10513,10513,APPBP2,hsa10513
877,APPL1|26060,26060,APPL1,hsa26060
878,APPL2|55198,55198,APPL2,hsa55198
879,APRT|353,353,APRT,hsa353
880,APTX|54840,54840,APTX,hsa54840
881,AQP10|89872,89872,AQP10,hsa89872
882,AQP11|282679,282679,AQP11,hsa282679
883,AQP12A|375318,375318,AQP12A,hsa375318
884,AQP12B|653437,653437,AQP12B,hsa653437
885,AQP1|358,358,AQP1,hsa358
886,AQP2|359,359,AQP2,hsa359
887,AQP3|360,360,AQP3,hsa360
888,AQP4|361,361,AQP4,hsa361
889,AQP5|362,362,AQP5,hsa362
890,AQP6|363,363,AQP6,hsa363
891,AQP7|364,364,AQP7,hsa364
892,AQP7P1|375719,375719,AQP7P1,hsa375719
893,AQP7P3|441432,441432,AQP7P3,hsa441432
894,AQP8|343,343,AQP8,hsa343
895,AQP9|366,366,AQP9,hsa366
896,AQPEP|206338,206338,AQPEP,hsa206338
897,AQR|9716,9716,AQR,hsa9716
898,AR|367,367,AR,hsa367
899,ARAF|369,369,ARAF,hsa369
900,ARAP1|116985,116985,ARAP1,hsa116985
901,ARAP2|116984,116984,ARAP2,hsa116984
902,ARAP3|64411,64411,ARAP3,hsa64411
903,ARC|23237,23237,ARC,hsa23237
904,ARCN1|372,372,ARCN1,hsa372
905,AREG|374,374,AREG,hsa374
906,ARF1|375,375,ARF1,hsa375
907,ARF3|377,377,ARF3,hsa377
908,ARF4|378,378,ARF4,hsa378
909,ARF5|381,381,ARF5,hsa381
910,ARF6|382,382,ARF6,hsa382
911,ARFGAP1|55738,55738,ARFGAP1,hsa55738
912,ARFGAP2|84364,84364,ARFGAP2,hsa84364
913,ARFGAP3|26286,26286,ARFGAP3,hsa26286
914,ARFGEF1|10565,10565,ARFGEF1,hsa10565
915,ARFGEF2|10564,10564,ARFGEF2,hsa10564
916,ARFIP1|27236,27236,ARFIP1,hsa27236
917,ARFIP2|23647,23647,ARFIP2,hsa23647
918,ARFRP1|10139,10139,ARFRP1,hsa10139
919,ARG1|383,383,ARG1,hsa383
920,ARG2|384,384,ARG2,hsa384
921,ARGFX|503582,503582,ARGFX,hsa503582
922,ARGFXP2|503640,503640,ARGFXP2,hsa503640
923,ARGLU1|55082,55082,ARGLU1,hsa55082
924,ARHGAP10|79658,79658,ARHGAP10,hsa79658
925,ARHGAP11A|9824,9824,ARHGAP11A,hsa9824
926,ARHGAP11B|89839,89839,ARHGAP11B,hsa89839
927,ARHGAP12|94134,94134,ARHGAP12,hsa94134
928,ARHGAP1|392,392,ARHGAP1,hsa392
929,ARHGAP15|55843,55843,ARHGAP15,hsa55843
930,ARHGAP17|55114,55114,ARHGAP17,hsa55114
931,ARHGAP18|93663,93663,ARHGAP18,hsa93663
932,ARHGAP19|84986,84986,ARHGAP19,hsa84986
933,ARHGAP20|57569,57569,ARHGAP20,hsa57569
934,ARHGAP21|57584,57584,ARHGAP21,hsa57584
935,ARHGAP22|58504,58504,ARHGAP22,hsa58504
936,ARHGAP23|57636,57636,ARHGAP23,hsa57636
937,ARHGAP24|83478,83478,ARHGAP24,hsa83478
938,ARHGAP25|9938,9938,ARHGAP25,hsa9938
939,ARHGAP26|23092,23092,ARHGAP26,hsa23092
940,ARHGAP27|201176,201176,ARHGAP27,hsa201176
941,ARHGAP28|79822,79822,ARHGAP28,hsa79822
942,ARHGAP29|9411,9411,ARHGAP29,hsa9411
943,ARHGAP30|257106,257106,ARHGAP30,hsa257106
944,ARHGAP31|57514,57514,ARHGAP31,hsa57514
945,ARHGAP32|9743,9743,ARHGAP32,hsa9743
946,ARHGAP33|115703,115703,ARHGAP33,hsa115703
947,ARHGAP36|158763,158763,ARHGAP36,hsa158763
948,ARHGAP39|80728,80728,ARHGAP39,hsa80728
949,ARHGAP42|143872,143872,ARHGAP42,hsa143872
950,ARHGAP4|393,393,ARHGAP4,hsa393
951,ARHGAP5|394,394,ARHGAP5,hsa394
952,ARHGAP6|395,395,ARHGAP6,hsa395
953,ARHGAP8|23779,23779,ARHGAP8,hsa23779
954,ARHGAP9|64333,64333,ARHGAP9,hsa64333
955,ARHGDIA|396,396,ARHGDIA,hsa396
956,ARHGDIB|397,397,ARHGDIB,hsa397
957,ARHGDIG|398,398,ARHGDIG,hsa398
958,ARHGEF10|9639,9639,ARHGEF10,hsa9639
959,ARHGEF10L|55160,55160,ARHGEF10L,hsa55160
960,ARHGEF11|9826,9826,ARHGEF11,hsa9826
961,ARHGEF12|23365,23365,ARHGEF12,hsa23365
962,ARHGEF15|22899,22899,ARHGEF15,hsa22899
963,ARHGEF16|27237,27237,ARHGEF16,hsa27237
964,ARHGEF17|9828,9828,ARHGEF17,hsa9828
965,ARHGEF18|23370,23370,ARHGEF18,hsa23370
966,ARHGEF19|128272,128272,ARHGEF19,hsa128272
967,ARHGEF1|9138,9138,ARHGEF1,hsa9138
968,ARHGEF2|9181,9181,ARHGEF2,hsa9181
969,ARHGEF33|100271715,100271715,ARHGEF33,hsa100271715
970,ARHGEF3|50650,50650,ARHGEF3,hsa50650
971,ARHGEF35|445328,445328,ARHGEF35,hsa445328
972,ARHGEF37|389337,389337,ARHGEF37,hsa389337
973,ARHGEF38|54848,54848,ARHGEF38,hsa54848
974,ARHGEF4|50649,50649,ARHGEF4,hsa50649
975,ARHGEF5|7984,7984,ARHGEF5,hsa7984
976,ARHGEF6|9459,9459,ARHGEF6,hsa9459
977,ARHGEF7|8874,8874,ARHGEF7,hsa8874
978,ARHGEF9|23229,23229,ARHGEF9,hsa23229
979,ARID1A|8289,8289,ARID1A,hsa8289
980,ARID1B|57492,57492,ARID1B,hsa57492
981,ARID2|196528,196528,ARID2,hsa196528
982,ARID3A|1820,1820,ARID3A,hsa1820
983,ARID3B|10620,10620,ARID3B,hsa10620
984,ARID3C|138715,138715,ARID3C,hsa138715
985,ARID4A|5926,5926,ARID4A,hsa5926
986,ARID4B|51742,51742,ARID4B,hsa51742
987,ARID5A|10865,10865,ARID5A,hsa10865
988,ARID5B|84159,84159,ARID5B,hsa84159
989,ARIH1|25820,25820,ARIH1,hsa25820
990,ARIH2|10425,10425,ARIH2,hsa10425
991,ARL10|285598,285598,ARL10,hsa285598
992,ARL11|115761,115761,ARL11,hsa115761
993,ARL13A|392509,392509,ARL13A,hsa392509
994,ARL13B|200894,200894,ARL13B,hsa200894
995,ARL1|400,400,ARL1,hsa400
996,ARL14|80117,80117,ARL14,hsa80117
997,ARL15|54622,54622,ARL15,hsa54622
998,ARL16|339231,339231,ARL16,hsa339231
999,ARL17A|51326,51326,ARL17A,hsa51326
1000,ARL17B|641522,641522,ARL17B,hsa641522
1001,ARL2|402,402,ARL2,hsa402
1002,ARL2BP|23568,23568,ARL2BP,hsa23568
1003,ARL3|403,403,ARL3,hsa403
1004,ARL4A|10124,10124,ARL4A,hsa10124
1005,ARL4C|10123,10123,ARL4C,hsa10123
1006,ARL4D|379,379,ARL4D,hsa379
1007,ARL5A|26225,26225,ARL5A,hsa26225
1008,ARL5B|221079,221079,ARL5B,hsa221079
1009,ARL5C|390790,390790,ARL5C,hsa390790
1010,ARL6|84100,84100,ARL6,hsa84100
1011,ARL6IP1|23204,23204,ARL6IP1,hsa23204
1012,ARL6IP4|51329,51329,ARL6IP4,hsa51329
1013,ARL6IP5|10550,10550,ARL6IP5,hsa10550
1014,ARL6IP6|151188,151188,ARL6IP6,hsa151188
1015,ARL8A|127829,127829,ARL8A,hsa127829
1016,ARL8B|55207,55207,ARL8B,hsa55207
1017,ARL9|132946,132946,ARL9,hsa132946
1018,ARMC10|83787,83787,ARMC10,hsa83787
1019,ARMC1|55156,55156,ARMC1,hsa55156
1020,ARMC2|84071,84071,ARMC2,hsa84071
1021,ARMC3|219681,219681,ARMC3,hsa219681
1022,ARMC4|55130,55130,ARMC4,hsa55130
1023,ARMC5|79798,79798,ARMC5,hsa79798
1024,ARMC6|93436,93436,ARMC6,hsa93436
1025,ARMC7|79637,79637,ARMC7,hsa79637
1026,ARMC8|25852,25852,ARMC8,hsa25852
1027,ARMC9|80210,80210,ARMC9,hsa80210
1028,ARMCX1|51309,51309,ARMCX1,hsa51309
1029,ARMCX2|9823,9823,ARMCX2,hsa9823
1030,ARMCX3|51566,51566,ARMCX3,hsa51566
1031,ARMCX5|64860,64860,ARMCX5,hsa64860
1032,ARMCX6|54470,54470,ARMCX6,hsa54470
1033,ARMS2|387715,387715,ARMS2,hsa387715
1034,ARNT2|9915,9915,ARNT2,hsa9915
1035,ARNT|405,405,ARNT,hsa405
1036,ARNTL2|56938,56938,ARNTL2,hsa56938
1037,ARNTL|406,406,ARNTL,hsa406
1038,ARPC1A|10552,10552,ARPC1A,hsa10552
1039,ARPC1B|10095,10095,ARPC1B,hsa10095
1040,ARPC2|10109,10109,ARPC2,hsa10109
1041,ARPC3|10094,10094,ARPC3,hsa10094
1042,ARPC4|10093,10093,ARPC4,hsa10093
1043,ARPC5|10092,10092,ARPC5,hsa10092
1044,ARPC5L|81873,81873,ARPC5L,hsa81873
1045,ARPM1|84517,84517,ARPM1,hsa84517
1046,ARPP19|10776,10776,ARPP19,hsa10776
1047,ARPP21|10777,10777,ARPP21,hsa10777
1048,ARR3|407,407,ARR3,hsa407
1049,ARRB1|408,408,ARRB1,hsa408
1050,ARRB2|409,409,ARRB2,hsa409
1051,ARRDC1|92714,92714,ARRDC1,hsa92714
1052,ARRDC2|27106,27106,ARRDC2,hsa27106
1053,ARRDC3|57561,57561,ARRDC3,hsa57561
1054,ARRDC4|91947,91947,ARRDC4,hsa91947
1055,ARRDC5|645432,645432,ARRDC5,hsa645432
1056,ARSA|410,410,ARSA,hsa410
1057,ARSB|411,411,ARSB,hsa411
1058,ARSD|414,414,ARSD,hsa414
1059,ARSE|415,415,ARSE,hsa415
1060,ARSF|416,416,ARSF,hsa416
1061,ARSG|22901,22901,ARSG,hsa22901
1062,ARSH|347527,347527,ARSH,hsa347527
1063,ARSI|340075,340075,ARSI,hsa340075
1064,ARSJ|79642,79642,ARSJ,hsa79642
1065,ARSK|153642,153642,ARSK,hsa153642
1066,ART1|417,417,ART1,hsa417
1067,ART3|419,419,ART3,hsa419
1068,ART4|420,420,ART4,hsa420
1069,ART5|116969,116969,ART5,hsa116969
1070,ARTN|9048,9048,ARTN,hsa9048
1071,ARV1|64801,64801,ARV1,hsa64801
1072,ARVCF|421,421,ARVCF,hsa421
1073,ARX|170302,170302,ARX,hsa170302
1074,AS3MT|57412,57412,AS3MT,hsa57412
1075,ASAH1|427,427,ASAH1,hsa427
1076,ASAH2|56624,56624,ASAH2,hsa56624
1077,ASAH2B|653308,653308,ASAH2B,hsa653308
1078,ASAM|79827,79827,ASAM,hsa79827
1079,ASAP1|50807,50807,ASAP1,hsa50807
1080,ASAP1IT1|29065,29065,ASAP1IT1,hsa29065
1081,ASAP2|8853,8853,ASAP2,hsa8853
1082,ASAP3|55616,55616,ASAP3,hsa55616
1083,ASB10|136371,136371,ASB10,hsa136371
1084,ASB11|140456,140456,ASB11,hsa140456
1085,ASB12|142689,142689,ASB12,hsa142689
1086,ASB13|79754,79754,ASB13,hsa79754
1087,ASB14|142686,142686,ASB14,hsa142686
1088,ASB15|142685,142685,ASB15,hsa142685
1089,ASB1|51665,51665,ASB1,hsa51665
1090,ASB16|92591,92591,ASB16,hsa92591
1091,ASB17|127247,127247,ASB17,hsa127247
1092,ASB18|401036,401036,ASB18,hsa401036
1093,ASB2|51676,51676,ASB2,hsa51676
