original,entrez,symbol,kegg
16017,SIGLEC10|89790,89790,SIGLEC10,hsa89790
16018,SIGLEC11|114132,114132,SIGLEC11,hsa114132
16019,SIGLEC12|89858,89858,SIGLEC12,hsa89858
16020,SIGLEC14|100049587,100049587,SIGLEC14,hsa100049587
16021,SIGLEC15|284266,284266,SIGLEC15,hsa284266
16022,SIGLEC16|400709,400709,SIGLEC16,hsa400709
16023,SIGLEC1|6614,6614,SIGLEC1,hsa6614
16024,SIGLEC5|8778,8778,SIGLEC5,hsa8778
16025,SIGLEC6|946,946,SIGLEC6,hsa946
16026,SIGLEC7|27036,27036,SIGLEC7,hsa27036
16027,SIGLEC8|27181,27181,SIGLEC8,hsa27181
16028,SIGLEC9|27180,27180,SIGLEC9,hsa27180
16029,SIGLECP3|284367,284367,SIGLECP3,hsa284367
16030,SIGMAR1|10280,10280,SIGMAR1,hsa10280
16031,SIK1|150094,150094,SIK1,hsa150094
16032,SIK2|23235,23235,SIK2,hsa23235
16033,SIK3|23387,23387,SIK3,hsa23387
16034,SIKE1|80143,80143,SIKE1,hsa80143
16035,SIL1|64374,64374,SIL1,hsa64374
16036,SILV|6490,6490,SILV,hsa6490
16037,SIM1|6492,6492,SIM1,hsa6492
16038,SIM2|6493,6493,SIM2,hsa6493
16039,SIN3A|25942,25942,SIN3A,hsa25942
16040,SIN3B|23309,23309,SIN3B,hsa23309
16041,SIP1|8487,8487,SIP1,hsa8487
16042,SIPA1|6494,6494,SIPA1,hsa6494
16043,SIPA1L1|26037,26037,SIPA1L1,hsa26037
16044,SIPA1L2|57568,57568,SIPA1L2,hsa57568
16045,SIPA1L3|23094,23094,SIPA1L3,hsa23094
16046,SIRPA|140885,140885,SIRPA,hsa140885
16047,SIRPB1|10326,10326,SIRPB1,hsa10326
16048,SIRPB2|284759,284759,SIRPB2,hsa284759
16049,SIRPD|128646,128646,SIRPD,hsa128646
16050,SIRPG|55423,55423,SIRPG,hsa55423
16051,SIRT1|23411,23411,SIRT1,hsa23411
16052,SIRT2|22933,22933,SIRT2,hsa22933
16053,SIRT3|23410,23410,SIRT3,hsa23410
16054,SIRT4|23409,23409,SIRT4,hsa23409
16055,SIRT5|23408,23408,SIRT5,hsa23408
16056,SIRT6|51548,51548,SIRT6,hsa51548
16057,SIRT7|51547,51547,SIRT7,hsa51547
16058,SIT1|27240,27240,SIT1,hsa27240
16059,SIVA1|10572,10572,SIVA1,hsa10572
16060,SIX1|6495,6495,SIX1,hsa6495
16061,SIX2|10736,10736,SIX2,hsa10736
16062,SIX3|6496,6496,SIX3,hsa6496
16063,SIX4|51804,51804,SIX4,hsa51804
16064,SIX5|147912,147912,SIX5,hsa147912
16065,SIX6|4990,4990,SIX6,hsa4990
16066,SKA1|220134,220134,SKA1,hsa220134
16067,SKA2|348235,348235,SKA2,hsa348235
16068,SKA3|221150,221150,SKA3,hsa221150
16069,SKAP1|8631,8631,SKAP1,hsa8631
16070,SKAP2|8935,8935,SKAP2,hsa8935
16071,SKI|6497,6497,SKI,hsa6497
16072,SKIL|6498,6498,SKIL,hsa6498
16073,SKINTL|391037,391037,SKINTL,hsa391037
16074,SKIV2L2|23517,23517,SKIV2L2,hsa23517
16075,SKIV2L|6499,6499,SKIV2L,hsa6499
16076,SKP1|6500,6500,SKP1,hsa6500
16077,SKP2|6502,6502,SKP2,hsa6502
16078,SLA2|84174,84174,SLA2,hsa84174
16079,SLA|6503,6503,SLA,hsa6503
16080,SLAIN1|122060,122060,SLAIN1,hsa122060
16081,SLAIN2|57606,57606,SLAIN2,hsa57606
16082,SLAMF1|6504,6504,SLAMF1,hsa6504
16083,SLAMF6|114836,114836,SLAMF6,hsa114836
16084,SLAMF7|57823,57823,SLAMF7,hsa57823
16085,SLAMF8|56833,56833,SLAMF8,hsa56833
16086,SLAMF9|89886,89886,SLAMF9,hsa89886
16087,SLBP|7884,7884,SLBP,hsa7884
16088,SLC10A1|6554,6554,SLC10A1,hsa6554
16089,SLC10A2|6555,6555,SLC10A2,hsa6555
16090,SLC10A3|8273,8273,SLC10A3,hsa8273
16091,SLC10A4|201780,201780,SLC10A4,hsa201780
16092,SLC10A5|347051,347051,SLC10A5,hsa347051
16093,SLC10A6|345274,345274,SLC10A6,hsa345274
16094,SLC10A7|84068,84068,SLC10A7,hsa84068
16095,SLC11A1|6556,6556,SLC11A1,hsa6556
16096,SLC11A2|4891,4891,SLC11A2,hsa4891
16097,SLC12A1|6557,6557,SLC12A1,hsa6557
16098,SLC12A2|6558,6558,SLC12A2,hsa6558
16099,SLC12A3|6559,6559,SLC12A3,hsa6559
16100,SLC12A4|6560,6560,SLC12A4,hsa6560
16101,SLC12A5|57468,57468,SLC12A5,hsa57468
16102,SLC12A6|9990,9990,SLC12A6,hsa9990
16103,SLC12A7|10723,10723,SLC12A7,hsa10723
16104,SLC12A8|84561,84561,SLC12A8,hsa84561
16105,SLC12A9|56996,56996,SLC12A9,hsa56996
16106,SLC13A1|6561,6561,SLC13A1,hsa6561
16107,SLC13A2|9058,9058,SLC13A2,hsa9058
16108,SLC13A3|64849,64849,SLC13A3,hsa64849
16109,SLC13A4|26266,26266,SLC13A4,hsa26266
16110,SLC13A5|284111,284111,SLC13A5,hsa284111
16111,SLC14A1|6563,6563,SLC14A1,hsa6563
16112,SLC14A2|8170,8170,SLC14A2,hsa8170
16113,SLC15A1|6564,6564,SLC15A1,hsa6564
16114,SLC15A2|6565,6565,SLC15A2,hsa6565
16115,SLC15A3|51296,51296,SLC15A3,hsa51296
16116,SLC15A4|121260,121260,SLC15A4,hsa121260
16117,SLC16A10|117247,117247,SLC16A10,hsa117247
16118,SLC16A11|162515,162515,SLC16A11,hsa162515
16119,SLC16A12|387700,387700,SLC16A12,hsa387700
16120,SLC16A13|201232,201232,SLC16A13,hsa201232
16121,SLC16A14|151473,151473,SLC16A14,hsa151473
16122,SLC16A1|6566,6566,SLC16A1,hsa6566
16123,SLC16A2|6567,6567,SLC16A2,hsa6567
16124,SLC16A3|9123,9123,SLC16A3,hsa9123
16125,SLC16A4|9122,9122,SLC16A4,hsa9122
16126,SLC16A5|9121,9121,SLC16A5,hsa9121
16127,SLC16A6|9120,9120,SLC16A6,hsa9120
16128,SLC16A7|9194,9194,SLC16A7,hsa9194
16129,SLC16A8|23539,23539,SLC16A8,hsa23539
16130,SLC16A9|220963,220963,SLC16A9,hsa220963
16131,SLC17A1|6568,6568,SLC17A1,hsa6568
16132,SLC17A2|10246,10246,SLC17A2,hsa10246
16133,SLC17A3|10786,10786,SLC17A3,hsa10786
16134,SLC17A4|10050,10050,SLC17A4,hsa10050
16135,SLC17A5|26503,26503,SLC17A5,hsa26503
16136,SLC17A6|57084,57084,SLC17A6,hsa57084
16137,SLC17A7|57030,57030,SLC17A7,hsa57030
16138,SLC17A8|246213,246213,SLC17A8,hsa246213
16139,SLC17A9|63910,63910,SLC17A9,hsa63910
16140,SLC18A1|6570,6570,SLC18A1,hsa6570
16141,SLC18A2|6571,6571,SLC18A2,hsa6571
16142,SLC18A3|6572,6572,SLC18A3,hsa6572
16143,SLC19A1|6573,6573,SLC19A1,hsa6573
16144,SLC19A2|10560,10560,SLC19A2,hsa10560
16145,SLC19A3|80704,80704,SLC19A3,hsa80704
16146,SLC1A1|6505,6505,SLC1A1,hsa6505
16147,SLC1A2|6506,6506,SLC1A2,hsa6506
16148,SLC1A3|6507,6507,SLC1A3,hsa6507
16149,SLC1A4|6509,6509,SLC1A4,hsa6509
16150,SLC1A5|6510,6510,SLC1A5,hsa6510
16151,SLC1A6|6511,6511,SLC1A6,hsa6511
16152,SLC1A7|6512,6512,SLC1A7,hsa6512
16153,SLC20A1|6574,6574,SLC20A1,hsa6574
16154,SLC20A2|6575,6575,SLC20A2,hsa6575
16155,SLC22A10|387775,387775,SLC22A10,hsa387775
16156,SLC22A11|55867,55867,SLC22A11,hsa55867
16157,SLC22A12|116085,116085,SLC22A12,hsa116085
16158,SLC22A13|9390,9390,SLC22A13,hsa9390
16159,SLC22A14|9389,9389,SLC22A14,hsa9389
16160,SLC22A15|55356,55356,SLC22A15,hsa55356
16161,SLC22A1|6580,6580,SLC22A1,hsa6580
16162,SLC22A16|85413,85413,SLC22A16,hsa85413
16163,SLC22A17|51310,51310,SLC22A17,hsa51310
16164,SLC22A18|5002,5002,SLC22A18,hsa5002
16165,SLC22A18AS|5003,5003,SLC22A18AS,hsa5003
16166,SLC22A20|440044,440044,SLC22A20,hsa440044
16167,SLC22A23|63027,63027,SLC22A23,hsa63027
16168,SLC22A24|283238,283238,SLC22A24,hsa283238
16169,SLC22A25|387601,387601,SLC22A25,hsa387601
16170,SLC22A2|6582,6582,SLC22A2,hsa6582
16171,SLC22A3|6581,6581,SLC22A3,hsa6581
16172,SLC22A4|6583,6583,SLC22A4,hsa6583
16173,SLC22A5|6584,6584,SLC22A5,hsa6584
16174,SLC22A6|9356,9356,SLC22A6,hsa9356
16175,SLC22A7|10864,10864,SLC22A7,hsa10864
16176,SLC22A8|9376,9376,SLC22A8,hsa9376
16177,SLC22A9|114571,114571,SLC22A9,hsa114571
16178,SLC23A1|9963,9963,SLC23A1,hsa9963
16179,SLC23A2|9962,9962,SLC23A2,hsa9962
16180,SLC23A3|151295,151295,SLC23A3,hsa151295
16181,SLC24A1|9187,9187,SLC24A1,hsa9187
16182,SLC24A2|25769,25769,SLC24A2,hsa25769
16183,SLC24A3|57419,57419,SLC24A3,hsa57419
16184,SLC24A4|123041,123041,SLC24A4,hsa123041
16185,SLC24A5|283652,283652,SLC24A5,hsa283652
16186,SLC24A6|80024,80024,SLC24A6,hsa80024
16187,SLC25A10|1468,1468,SLC25A10,hsa1468
16188,SLC25A11|8402,8402,SLC25A11,hsa8402
16189,SLC25A12|8604,8604,SLC25A12,hsa8604
16190,SLC25A13|10165,10165,SLC25A13,hsa10165
16191,SLC25A14|9016,9016,SLC25A14,hsa9016
16192,SLC25A15|10166,10166,SLC25A15,hsa10166
16193,SLC25A1|6576,6576,SLC25A1,hsa6576
16194,SLC25A16|8034,8034,SLC25A16,hsa8034
16195,SLC25A17|10478,10478,SLC25A17,hsa10478
16196,SLC25A18|83733,83733,SLC25A18,hsa83733
16197,SLC25A19|60386,60386,SLC25A19,hsa60386
16198,SLC25A20|788,788,SLC25A20,hsa788
16199,SLC25A21|89874,89874,SLC25A21,hsa89874
16200,SLC25A22|79751,79751,SLC25A22,hsa79751
16201,SLC25A23|79085,79085,SLC25A23,hsa79085
16202,SLC25A24|29957,29957,SLC25A24,hsa29957
16203,SLC25A25|114789,114789,SLC25A25,hsa114789
16204,SLC25A26|115286,115286,SLC25A26,hsa115286
16205,SLC25A27|9481,9481,SLC25A27,hsa9481
16206,SLC25A2|83884,83884,SLC25A2,hsa83884
16207,SLC25A28|81894,81894,SLC25A28,hsa81894
16208,SLC25A29|123096,123096,SLC25A29,hsa123096
16209,SLC25A30|253512,253512,SLC25A30,hsa253512
16210,SLC25A31|83447,83447,SLC25A31,hsa83447
16211,SLC25A32|81034,81034,SLC25A32,hsa81034
16212,SLC25A33|84275,84275,SLC25A33,hsa84275
16213,SLC25A34|284723,284723,SLC25A34,hsa284723
16214,SLC25A3|5250,5250,SLC25A3,hsa5250
16215,SLC25A35|399512,399512,SLC25A35,hsa399512
16216,SLC25A36|55186,55186,SLC25A36,hsa55186
16217,SLC25A37|51312,51312,SLC25A37,hsa51312
16218,SLC25A38|54977,54977,SLC25A38,hsa54977
16219,SLC25A39|51629,51629,SLC25A39,hsa51629
16220,SLC25A40|55972,55972,SLC25A40,hsa55972
16221,SLC25A41|284427,284427,SLC25A41,hsa284427
16222,SLC25A42|284439,284439,SLC25A42,hsa284439
16223,SLC25A4|291,291,SLC25A4,hsa291
16224,SLC25A43|203427,203427,SLC25A43,hsa203427
16225,SLC25A44|9673,9673,SLC25A44,hsa9673
16226,SLC25A45|283130,283130,SLC25A45,hsa283130
16227,SLC25A46|91137,91137,SLC25A46,hsa91137
16228,SLC25A5|292,292,SLC25A5,hsa292
16229,SLC25A6|293,293,SLC25A6,hsa293
16230,SLC26A10|65012,65012,SLC26A10,hsa65012
16231,SLC26A1|10861,10861,SLC26A1,hsa10861
16232,SLC26A11|284129,284129,SLC26A11,hsa284129
16233,SLC26A2|1836,1836,SLC26A2,hsa1836
16234,SLC26A3|1811,1811,SLC26A3,hsa1811
16235,SLC26A4|5172,5172,SLC26A4,hsa5172
16236,SLC26A5|375611,375611,SLC26A5,hsa375611
16237,SLC26A6|65010,65010,SLC26A6,hsa65010
16238,SLC26A7|115111,115111,SLC26A7,hsa115111
16239,SLC26A8|116369,116369,SLC26A8,hsa116369
16240,SLC26A9|115019,115019,SLC26A9,hsa115019
16241,SLC27A1|376497,376497,SLC27A1,hsa376497
16242,SLC27A2|11001,11001,SLC27A2,hsa11001
16243,SLC27A3|11000,11000,SLC27A3,hsa11000
16244,SLC27A4|10999,10999,SLC27A4,hsa10999
16245,SLC27A5|10998,10998,SLC27A5,hsa10998
16246,SLC27A6|28965,28965,SLC27A6,hsa28965
16247,SLC28A1|9154,9154,SLC28A1,hsa9154
16248,SLC28A2|9153,9153,SLC28A2,hsa9153
16249,SLC28A3|64078,64078,SLC28A3,hsa64078
16250,SLC29A1|2030,2030,SLC29A1,hsa2030
16251,SLC29A2|3177,3177,SLC29A2,hsa3177
16252,SLC29A3|55315,55315,SLC29A3,hsa55315
16253,SLC29A4|222962,222962,SLC29A4,hsa222962
16254,SLC2A10|81031,81031,SLC2A10,hsa81031
16255,SLC2A11|66035,66035,SLC2A11,hsa66035
16256,SLC2A12|154091,154091,SLC2A12,hsa154091
16257,SLC2A13|114134,114134,SLC2A13,hsa114134
16258,SLC2A14|144195,144195,SLC2A14,hsa144195
16259,SLC2A1|6513,6513,SLC2A1,hsa6513
16260,SLC2A2|6514,6514,SLC2A2,hsa6514
16261,SLC2A3|6515,6515,SLC2A3,hsa6515
16262,SLC2A4|6517,6517,SLC2A4,hsa6517
16263,SLC2A4RG|56731,56731,SLC2A4RG,hsa56731
16264,SLC2A5|6518,6518,SLC2A5,hsa6518
16265,SLC2A6|11182,11182,SLC2A6,hsa11182
16266,SLC2A7|155184,155184,SLC2A7,hsa155184
16267,SLC2A8|29988,29988,SLC2A8,hsa29988
16268,SLC2A9|56606,56606,SLC2A9,hsa56606
16269,SLC30A10|55532,55532,SLC30A10,hsa55532
16270,SLC30A1|7779,7779,SLC30A1,hsa7779
16271,SLC30A2|7780,7780,SLC30A2,hsa7780
16272,SLC30A3|7781,7781,SLC30A3,hsa7781
16273,SLC30A4|7782,7782,SLC30A4,hsa7782
16274,SLC30A5|64924,64924,SLC30A5,hsa64924
16275,SLC30A6|55676,55676,SLC30A6,hsa55676
16276,SLC30A7|148867,148867,SLC30A7,hsa148867
16277,SLC30A8|169026,169026,SLC30A8,hsa169026
16278,SLC30A9|10463,10463,SLC30A9,hsa10463
16279,SLC31A1|1317,1317,SLC31A1,hsa1317
16280,SLC31A2|1318,1318,SLC31A2,hsa1318
16281,SLC32A1|140679,140679,SLC32A1,hsa140679
16282,SLC33A1|9197,9197,SLC33A1,hsa9197
16283,SLC34A1|6569,6569,SLC34A1,hsa6569
16284,SLC34A2|10568,10568,SLC34A2,hsa10568
16285,SLC34A3|142680,142680,SLC34A3,hsa142680
16286,SLC35A1|10559,10559,SLC35A1,hsa10559
16287,SLC35A2|7355,7355,SLC35A2,hsa7355
16288,SLC35A3|23443,23443,SLC35A3,hsa23443
16289,SLC35A4|113829,113829,SLC35A4,hsa113829
16290,SLC35A5|55032,55032,SLC35A5,hsa55032
16291,SLC35B1|10237,10237,SLC35B1,hsa10237
16292,SLC35B2|347734,347734,SLC35B2,hsa347734
16293,SLC35B3|51000,51000,SLC35B3,hsa51000
16294,SLC35B4|84912,84912,SLC35B4,hsa84912
16295,SLC35C1|55343,55343,SLC35C1,hsa55343
16296,SLC35C2|51006,51006,SLC35C2,hsa51006
16297,SLC35D1|23169,23169,SLC35D1,hsa23169
16298,SLC35D2|11046,11046,SLC35D2,hsa11046
16299,SLC35D3|340146,340146,SLC35D3,hsa340146
16300,SLC35E1|79939,79939,SLC35E1,hsa79939
16301,SLC35E2|728661,728661,SLC35E2,hsa728661
16302,SLC35E2|9906,9906,SLC35E2,hsa9906
16303,SLC35E3|55508,55508,SLC35E3,hsa55508
16304,SLC35E4|339665,339665,SLC35E4,hsa339665
16305,SLC35F1|222553,222553,SLC35F1,hsa222553
16306,SLC35F2|54733,54733,SLC35F2,hsa54733
16307,SLC35F3|148641,148641,SLC35F3,hsa148641
16308,SLC35F4|341880,341880,SLC35F4,hsa341880
16309,SLC35F5|80255,80255,SLC35F5,hsa80255
16310,SLC36A1|206358,206358,SLC36A1,hsa206358
16311,SLC36A2|153201,153201,SLC36A2,hsa153201
16312,SLC36A3|285641,285641,SLC36A3,hsa285641
16313,SLC36A4|120103,120103,SLC36A4,hsa120103
16314,SLC37A1|54020,54020,SLC37A1,hsa54020
16315,SLC37A2|219855,219855,SLC37A2,hsa219855
16316,SLC37A3|84255,84255,SLC37A3,hsa84255
16317,SLC37A4|2542,2542,SLC37A4,hsa2542
16318,SLC38A10|124565,124565,SLC38A10,hsa124565
16319,SLC38A11|151258,151258,SLC38A11,hsa151258
16320,SLC38A1|81539,81539,SLC38A1,hsa81539
16321,SLC38A2|54407,54407,SLC38A2,hsa54407
16322,SLC38A3|10991,10991,SLC38A3,hsa10991
16323,SLC38A4|55089,55089,SLC38A4,hsa55089
16324,SLC38A5|92745,92745,SLC38A5,hsa92745
16325,SLC38A6|145389,145389,SLC38A6,hsa145389
16326,SLC38A7|55238,55238,SLC38A7,hsa55238
16327,SLC38A8|146167,146167,SLC38A8,hsa146167
16328,SLC38A9|153129,153129,SLC38A9,hsa153129
16329,SLC39A10|57181,57181,SLC39A10,hsa57181
16330,SLC39A11|201266,201266,SLC39A11,hsa201266
16331,SLC39A12|221074,221074,SLC39A12,hsa221074
16332,SLC39A1|27173,27173,SLC39A1,hsa27173
16333,SLC39A13|91252,91252,SLC39A13,hsa91252
16334,SLC39A14|23516,23516,SLC39A14,hsa23516
16335,SLC39A2|29986,29986,SLC39A2,hsa29986
16336,SLC39A3|29985,29985,SLC39A3,hsa29985
16337,SLC39A4|55630,55630,SLC39A4,hsa55630
16338,SLC39A5|283375,283375,SLC39A5,hsa283375
16339,SLC39A6|25800,25800,SLC39A6,hsa25800
16340,SLC39A7|7922,7922,SLC39A7,hsa7922
16341,SLC39A8|64116,64116,SLC39A8,hsa64116
16342,SLC39A9|55334,55334,SLC39A9,hsa55334
16343,SLC3A1|6519,6519,SLC3A1,hsa6519
16344,SLC3A2|6520,6520,SLC3A2,hsa6520
16345,SLC40A1|30061,30061,SLC40A1,hsa30061
16346,SLC41A1|254428,254428,SLC41A1,hsa254428
16347,SLC41A2|84102,84102,SLC41A2,hsa84102
16348,SLC41A3|54946,54946,SLC41A3,hsa54946
16349,SLC43A1|8501,8501,SLC43A1,hsa8501
16350,SLC43A2|124935,124935,SLC43A2,hsa124935
16351,SLC43A3|29015,29015,SLC43A3,hsa29015
16352,SLC44A1|23446,23446,SLC44A1,hsa23446
16353,SLC44A2|57153,57153,SLC44A2,hsa57153
16354,SLC44A3|126969,126969,SLC44A3,hsa126969
16355,SLC44A4|80736,80736,SLC44A4,hsa80736
16356,SLC44A5|204962,204962,SLC44A5,hsa204962
16357,SLC45A1|50651,50651,SLC45A1,hsa50651
16358,SLC45A2|51151,51151,SLC45A2,hsa51151
16359,SLC45A3|85414,85414,SLC45A3,hsa85414
16360,SLC45A4|57210,57210,SLC45A4,hsa57210
16361,SLC46A1|113235,113235,SLC46A1,hsa113235
16362,SLC46A2|57864,57864,SLC46A2,hsa57864
16363,SLC46A3|283537,283537,SLC46A3,hsa283537
16364,SLC47A1|55244,55244,SLC47A1,hsa55244
16365,SLC47A2|146802,146802,SLC47A2,hsa146802
16366,SLC48A1|55652,55652,SLC48A1,hsa55652
16367,SLC4A10|57282,57282,SLC4A10,hsa57282
16368,SLC4A11|83959,83959,SLC4A11,hsa83959
16369,SLC4A1|6521,6521,SLC4A1,hsa6521
16370,SLC4A1AP|22950,22950,SLC4A1AP,hsa22950
16371,SLC4A2|6522,6522,SLC4A2,hsa6522
16372,SLC4A3|6508,6508,SLC4A3,hsa6508
16373,SLC4A4|8671,8671,SLC4A4,hsa8671
16374,SLC4A5|57835,57835,SLC4A5,hsa57835
16375,SLC4A7|9497,9497,SLC4A7,hsa9497
16376,SLC4A8|9498,9498,SLC4A8,hsa9498
16377,SLC4A9|83697,83697,SLC4A9,hsa83697
16378,SLC5A10|125206,125206,SLC5A10,hsa125206
16379,SLC5A11|115584,115584,SLC5A11,hsa115584
16380,SLC5A12|159963,159963,SLC5A12,hsa159963
16381,SLC5A1|6523,6523,SLC5A1,hsa6523
16382,SLC5A2|6524,6524,SLC5A2,hsa6524
16383,SLC5A3|6526,6526,SLC5A3,hsa6526
16384,SLC5A4|6527,6527,SLC5A4,hsa6527
16385,SLC5A5|6528,6528,SLC5A5,hsa6528
16386,SLC5A6|8884,8884,SLC5A6,hsa8884
16387,SLC5A7|60482,60482,SLC5A7,hsa60482
16388,SLC5A8|160728,160728,SLC5A8,hsa160728
16389,SLC5A9|200010,200010,SLC5A9,hsa200010
16390,SLC6A10P|386757,386757,SLC6A10P,hsa386757
16391,SLC6A11|6538,6538,SLC6A11,hsa6538
16392,SLC6A12|6539,6539,SLC6A12,hsa6539
16393,SLC6A13|6540,6540,SLC6A13,hsa6540
16394,SLC6A14|11254,11254,SLC6A14,hsa11254
16395,SLC6A15|55117,55117,SLC6A15,hsa55117
16396,SLC6A16|28968,28968,SLC6A16,hsa28968
16397,SLC6A1|6529,6529,SLC6A1,hsa6529
16398,SLC6A17|388662,388662,SLC6A17,hsa388662
16399,SLC6A18|348932,348932,SLC6A18,hsa348932
16400,SLC6A19|340024,340024,SLC6A19,hsa340024
16401,SLC6A20|54716,54716,SLC6A20,hsa54716
16402,SLC6A2|6530,6530,SLC6A2,hsa6530
16403,SLC6A3|6531,6531,SLC6A3,hsa6531
16404,SLC6A4|6532,6532,SLC6A4,hsa6532
16405,SLC6A5|9152,9152,SLC6A5,hsa9152
16406,SLC6A6|6533,6533,SLC6A6,hsa6533
16407,SLC6A7|6534,6534,SLC6A7,hsa6534
16408,SLC6A8|6535,6535,SLC6A8,hsa6535
16409,SLC6A9|6536,6536,SLC6A9,hsa6536
16410,SLC7A10|56301,56301,SLC7A10,hsa56301
16411,SLC7A11|23657,23657,SLC7A11,hsa23657
16412,SLC7A13|157724,157724,SLC7A13,hsa157724
16413,SLC7A14|57709,57709,SLC7A14,hsa57709
16414,SLC7A1|6541,6541,SLC7A1,hsa6541
16415,SLC7A2|6542,6542,SLC7A2,hsa6542
16416,SLC7A3|84889,84889,SLC7A3,hsa84889
16417,SLC7A4|6545,6545,SLC7A4,hsa6545
16418,SLC7A5|8140,8140,SLC7A5,hsa8140
16419,SLC7A5P1|81893,81893,SLC7A5P1,hsa81893
16420,SLC7A5P2|387254,387254,SLC7A5P2,hsa387254
16421,SLC7A6|9057,9057,SLC7A6,hsa9057
16422,SLC7A6OS|84138,84138,SLC7A6OS,hsa84138
16423,SLC7A7|9056,9056,SLC7A7,hsa9056
16424,SLC7A8|23428,23428,SLC7A8,hsa23428
16425,SLC7A9|11136,11136,SLC7A9,hsa11136
16426,SLC8A1|6546,6546,SLC8A1,hsa6546
16427,SLC8A2|6543,6543,SLC8A2,hsa6543
16428,SLC8A3|6547,6547,SLC8A3,hsa6547
16429,SLC9A10|285335,285335,SLC9A10,hsa285335
16430,SLC9A11|284525,284525,SLC9A11,hsa284525
16431,SLC9A1|6548,6548,SLC9A1,hsa6548
16432,SLC9A2|6549,6549,SLC9A2,hsa6549
16433,SLC9A3|6550,6550,SLC9A3,hsa6550
16434,SLC9A3R1|9368,9368,SLC9A3R1,hsa9368
16435,SLC9A3R2|9351,9351,SLC9A3R2,hsa9351
16436,SLC9A4|389015,389015,SLC9A4,hsa389015
16437,SLC9A5|6553,6553,SLC9A5,hsa6553
16438,SLC9A6|10479,10479,SLC9A6,hsa10479
16439,SLC9A7|84679,84679,SLC9A7,hsa84679
16440,SLC9A8|23315,23315,SLC9A8,hsa23315
16441,SLC9A9|285195,285195,SLC9A9,hsa285195
16442,SLCO1A2|6579,6579,SLCO1A2,hsa6579
16443,SLCO1B1|10599,10599,SLCO1B1,hsa10599
16444,SLCO1B3|28234,28234,SLCO1B3,hsa28234
16445,SLCO1C1|53919,53919,SLCO1C1,hsa53919
16446,SLCO2A1|6578,6578,SLCO2A1,hsa6578
16447,SLCO2B1|11309,11309,SLCO2B1,hsa11309
16448,SLCO3A1|28232,28232,SLCO3A1,hsa28232
16449,SLCO4A1|28231,28231,SLCO4A1,hsa28231
16450,SLCO4C1|353189,353189,SLCO4C1,hsa353189
16451,SLCO5A1|81796,81796,SLCO5A1,hsa81796
16452,SLCO6A1|133482,133482,SLCO6A1,hsa133482
16453,SLED1|643036,643036,SLED1,hsa643036
16454,SLFN11|91607,91607,SLFN11,hsa91607
16455,SLFN12|55106,55106,SLFN12,hsa55106
16456,SLFN12L|342615,342615,SLFN12L,hsa342615
16457,SLFN13|146857,146857,SLFN13,hsa146857
16458,SLFN14|342618,342618,SLFN14,hsa342618
16459,SLFN5|162394,162394,SLFN5,hsa162394
16460,SLFNL1|200172,200172,SLFNL1,hsa200172
16461,SLIT1|6585,6585,SLIT1,hsa6585
16462,SLIT2|9353,9353,SLIT2,hsa9353
16463,SLIT3|6586,6586,SLIT3,hsa6586
16464,SLITRK1|114798,114798,SLITRK1,hsa114798
16465,SLITRK2|84631,84631,SLITRK2,hsa84631
16466,SLITRK3|22865,22865,SLITRK3,hsa22865
16467,SLITRK4|139065,139065,SLITRK4,hsa139065
16468,SLITRK5|26050,26050,SLITRK5,hsa26050
16469,SLITRK6|84189,84189,SLITRK6,hsa84189
16470,SLK|9748,9748,SLK,hsa9748
16471,SLMAP|7871,7871,SLMAP,hsa7871
16472,SLMO1|10650,10650,SLMO1,hsa10650
16473,SLMO2|51012,51012,SLMO2,hsa51012
16474,SLN|6588,6588,SLN,hsa6588
16475,SLPI|6590,6590,SLPI,hsa6590
16476,SLTM|79811,79811,SLTM,hsa79811
16477,SLU7|10569,10569,SLU7,hsa10569
16478,SLURP1|57152,57152,SLURP1,hsa57152
16479,SMAD1|4086,4086,SMAD1,hsa4086
16480,SMAD2|4087,4087,SMAD2,hsa4087
16481,SMAD3|4088,4088,SMAD3,hsa4088
16482,SMAD4|4089,4089,SMAD4,hsa4089
16483,SMAD5|4090,4090,SMAD5,hsa4090
16484,SMAD5OS|9597,9597,SMAD5OS,hsa9597
16485,SMAD6|4091,4091,SMAD6,hsa4091
16486,SMAD7|4092,4092,SMAD7,hsa4092
16487,SMAD9|4093,4093,SMAD9,hsa4093
16488,SMAGP|57228,57228,SMAGP,hsa57228
16489,SMAP1|60682,60682,SMAP1,hsa60682
16490,SMAP2|64744,64744,SMAP2,hsa64744
16491,SMARCA1|6594,6594,SMARCA1,hsa6594
16492,SMARCA2|6595,6595,SMARCA2,hsa6595
16493,SMARCA4|6597,6597,SMARCA4,hsa6597
16494,SMARCA5|8467,8467,SMARCA5,hsa8467
16495,SMARCAD1|56916,56916,SMARCAD1,hsa56916
16496,SMARCAL1|50485,50485,SMARCAL1,hsa50485
16497,SMARCB1|6598,6598,SMARCB1,hsa6598
16498,SMARCC1|6599,6599,SMARCC1,hsa6599
16499,SMARCC2|6601,6601,SMARCC2,hsa6601
16500,SMARCD1|6602,6602,SMARCD1,hsa6602
16501,SMARCD2|6603,6603,SMARCD2,hsa6603
16502,SMARCD3|6604,6604,SMARCD3,hsa6604
